smnno,first_month,amount,second_month,amount,third_month,amount 
SMN/040,JANUARY,11455,FEB,14689,MAR,7769
SMN/041,JANUARY,10208,FEB,8112,MAR,9974
SMN/042,JANUARY,14769,FEB,14116,MAR,6437
SMN/043,JANUARY,11672,FEB,10316,MAR,12619
SMN/044,JANUARY,11590,FEB,9849,MAR,12744
SMN/045,JANUARY,12754,FEB,12998,MAR,12135
SMN/046,JANUARY,7704,FEB,11619,MAR,6847
SMN/047,JANUARY,8498,FEB,13082,MAR,11687
SMN/048,JANUARY,9903,FEB,11685,MAR,14301
SMN/049,JANUARY,6677,FEB,6962,MAR,9511
SMN/050,JANUARY,11367,FEB,7164,MAR,8718
SMN/051,JANUARY,10204,FEB,11384,MAR,6808
SMN/052,JANUARY,8832,FEB,8460,MAR,12268
SMN/053,JANUARY,11473,FEB,8207,MAR,12655
SMN/054,JANUARY,14254,FEB,7175,MAR,13469
SMN/055,JANUARY,12058,FEB,5626,MAR,8947
SMN/056,JANUARY,12747,FEB,12658,MAR,9190
SMN/057,JANUARY,13266,FEB,10147,MAR,9007
SMN/058,JANUARY,5309,FEB,10294,MAR,8325
SMN/059,JANUARY,8684,FEB,10248,MAR,11043
SMN/060,JANUARY,14458,FEB,9106,MAR,9284
SMN/061,JANUARY,11391,FEB,9765,MAR,5160
SMN/062,JANUARY,14239,FEB,5809,MAR,12265
SMN/063,JANUARY,7027,FEB,14889,MAR,12098
SMN/064,JANUARY,7571,FEB,8010,MAR,12033
SMN/065,JANUARY,7923,FEB,8382,MAR,9205
SMN/066,JANUARY,5901,FEB,14004,MAR,5121
SMN/067,JANUARY,10353,FEB,11108,MAR,10360
SMN/068,JANUARY,12945,FEB,12878,MAR,5292
SMN/069,JANUARY,5462,FEB,11477,MAR,8098
SMN/070,JANUARY,12914,FEB,13835,MAR,9190
SMN/071,JANUARY,12535,FEB,5447,MAR,7234
SMN/072,JANUARY,10524,FEB,14854,MAR,8724
SMN/073,JANUARY,5355,FEB,13571,MAR,9099
SMN/074,JANUARY,13245,FEB,9071,MAR,13814
SMN/075,JANUARY,5025,FEB,8632,MAR,5122
SMN/076,JANUARY,11387,FEB,14461,MAR,13341
SMN/077,JANUARY,14102,FEB,8824,MAR,14783
SMN/078,JANUARY,8714,FEB,7623,MAR,12172
SMN/079,JANUARY,13254,FEB,12456,MAR,14469
SMN/080,JANUARY,6096,FEB,7499,MAR,11431
SMN/081,JANUARY,10505,FEB,12208,MAR,5758
SMN/082,JANUARY,13020,FEB,5068,MAR,14062
SMN/083,JANUARY,13721,FEB,6096,MAR,7455
SMN/084,JANUARY,11866,FEB,8039,MAR,5190
SMN/085,JANUARY,13261,FEB,13581,MAR,5730
SMN/086,JANUARY,13894,FEB,14813,MAR,13224
SMN/087,JANUARY,11771,FEB,11800,MAR,5665
SMN/088,JANUARY,11081,FEB,14495,MAR,5704
SMN/089,JANUARY,11075,FEB,11037,MAR,14438
SMN/090,JANUARY,9093,FEB,11888,MAR,5222
SMN/091,JANUARY,7395,FEB,5726,MAR,8620
SMN/092,JANUARY,11157,FEB,10367,MAR,10506
SMN/093,JANUARY,8166,FEB,6826,MAR,5109
SMN/094,JANUARY,9085,FEB,11084,MAR,6243
SMN/095,JANUARY,9200,FEB,12260,MAR,7089
SMN/096,JANUARY,5965,FEB,7993,MAR,6034
SMN/097,JANUARY,11204,FEB,11370,MAR,10839
SMN/098,JANUARY,6986,FEB,8379,MAR,8989
SMN/099,JANUARY,14444,FEB,6738,MAR,6906
SMN/100,JANUARY,14060,FEB,12112,MAR,7124
SMN/101,JANUARY,6653,FEB,6358,MAR,13346
SMN/102,JANUARY,10306,FEB,6061,MAR,6508
SMN/103,JANUARY,12793,FEB,10553,MAR,8710
SMN/104,JANUARY,9063,FEB,8511,MAR,9727
SMN/105,JANUARY,7325,FEB,9262,MAR,12821
SMN/106,JANUARY,12551,FEB,12279,MAR,6287
SMN/107,JANUARY,9073,FEB,5526,MAR,10385
SMN/108,JANUARY,11827,FEB,9354,MAR,11362
SMN/109,JANUARY,8961,FEB,13080,MAR,14456
SMN/110,JANUARY,6858,FEB,8541,MAR,9019
SMN/111,JANUARY,10462,FEB,10174,MAR,10079
SMN/112,JANUARY,11591,FEB,9674,MAR,13701
SMN/113,JANUARY,13081,FEB,10544,MAR,8890
SMN/114,JANUARY,8837,FEB,9397,MAR,7494
SMN/115,JANUARY,8689,FEB,9663,MAR,6552
SMN/116,JANUARY,11905,FEB,8562,MAR,6475
SMN/117,JANUARY,12204,FEB,5251,MAR,9650
SMN/118,JANUARY,6086,FEB,12508,MAR,14417
SMN/119,JANUARY,12271,FEB,14956,MAR,12598
SMN/120,JANUARY,14923,FEB,13415,MAR,9668
SMN/121,JANUARY,6730,FEB,11588,MAR,10390
SMN/122,JANUARY,11571,FEB,13893,MAR,14968
SMN/123,JANUARY,12691,FEB,10706,MAR,14205
SMN/124,JANUARY,6408,FEB,12488,MAR,6164
SMN/125,JANUARY,12086,FEB,13960,MAR,5784
SMN/126,JANUARY,7470,FEB,8442,MAR,13921
SMN/127,JANUARY,8252,FEB,6200,MAR,8273
SMN/128,JANUARY,13149,FEB,10443,MAR,14803
SMN/129,JANUARY,6800,FEB,11921,MAR,11707
SMN/130,JANUARY,5889,FEB,8968,MAR,11650
SMN/131,JANUARY,12157,FEB,6338,MAR,13209
SMN/132,JANUARY,11823,FEB,11057,MAR,9758
SMN/133,JANUARY,12665,FEB,6885,MAR,7462
SMN/134,JANUARY,13441,FEB,10340,MAR,14088
SMN/135,JANUARY,8608,FEB,12477,MAR,6647
SMN/136,JANUARY,8050,FEB,11328,MAR,6432
SMN/137,JANUARY,5826,FEB,5928,MAR,10018
SMN/138,JANUARY,5107,FEB,10664,MAR,7458
SMN/139,JANUARY,6782,FEB,11262,MAR,5156
SMN/140,JANUARY,7388,FEB,13198,MAR,8388
SMN/141,JANUARY,8583,FEB,9110,MAR,14411
SMN/142,JANUARY,6262,FEB,8485,MAR,11002
SMN/143,JANUARY,11707,FEB,7389,MAR,6618
SMN/144,JANUARY,8414,FEB,12184,MAR,7663
SMN/145,JANUARY,13058,FEB,9111,MAR,13543
SMN/146,JANUARY,11436,FEB,14083,MAR,12474
SMN/147,JANUARY,6980,FEB,10410,MAR,12155
SMN/148,JANUARY,10388,FEB,10586,MAR,12659
SMN/149,JANUARY,12393,FEB,9146,MAR,9093
SMN/150,JANUARY,6735,FEB,14089,MAR,5594
SMN/151,JANUARY,7231,FEB,9628,MAR,5960
SMN/152,JANUARY,7304,FEB,6002,MAR,14906
SMN/153,JANUARY,5680,FEB,12710,MAR,10901
SMN/154,JANUARY,7324,FEB,6540,MAR,12263
SMN/155,JANUARY,9036,FEB,10871,MAR,10590
SMN/156,JANUARY,6263,FEB,8924,MAR,11490
SMN/157,JANUARY,6204,FEB,13216,MAR,11017
SMN/158,JANUARY,8509,FEB,8075,MAR,6677
SMN/159,JANUARY,10616,FEB,9584,MAR,7879
SMN/160,JANUARY,8204,FEB,13113,MAR,11661
SMN/161,JANUARY,14918,FEB,6954,MAR,5876
SMN/162,JANUARY,12879,FEB,8493,MAR,11687
SMN/163,JANUARY,6898,FEB,12770,MAR,13710
SMN/164,JANUARY,10471,FEB,14618,MAR,14731
SMN/165,JANUARY,5533,FEB,12771,MAR,8320
SMN/166,JANUARY,14733,FEB,14607,MAR,9160
SMN/167,JANUARY,13793,FEB,9897,MAR,10216
SMN/168,JANUARY,7221,FEB,8555,MAR,6931
SMN/169,JANUARY,5745,FEB,12466,MAR,6397
SMN/170,JANUARY,11851,FEB,12251,MAR,6219
SMN/171,JANUARY,13353,FEB,11528,MAR,10661
SMN/172,JANUARY,13274,FEB,6766,MAR,11731
SMN/173,JANUARY,13762,FEB,13284,MAR,7398
SMN/174,JANUARY,12692,FEB,10371,MAR,10084
SMN/175,JANUARY,13368,FEB,6264,MAR,12277
SMN/176,JANUARY,14775,FEB,10686,MAR,9305
SMN/177,JANUARY,10518,FEB,7826,MAR,5371
SMN/178,JANUARY,5218,FEB,11678,MAR,9903
SMN/179,JANUARY,8528,FEB,6566,MAR,14007
SMN/180,JANUARY,13328,FEB,6157,MAR,13639
SMN/181,JANUARY,7512,FEB,14940,MAR,6084
SMN/182,JANUARY,6757,FEB,12429,MAR,9662
SMN/183,JANUARY,6426,FEB,5165,MAR,13953
SMN/184,JANUARY,7829,FEB,13263,MAR,8493
SMN/185,JANUARY,11135,FEB,13830,MAR,6383
SMN/186,JANUARY,9339,FEB,9653,MAR,9474
SMN/187,JANUARY,9308,FEB,8562,MAR,7449
SMN/188,JANUARY,5779,FEB,5965,MAR,5811
SMN/189,JANUARY,14469,FEB,11468,MAR,6751
SMN/190,JANUARY,6467,FEB,13343,MAR,14992
SMN/191,JANUARY,9446,FEB,9880,MAR,12164
SMN/192,JANUARY,11357,FEB,5475,MAR,8603
SMN/193,JANUARY,7205,FEB,8965,MAR,5832
SMN/194,JANUARY,13042,FEB,9905,MAR,10732
SMN/195,JANUARY,14497,FEB,12316,MAR,14809
SMN/196,JANUARY,8863,FEB,9830,MAR,12589
SMN/197,JANUARY,14851,FEB,13397,MAR,12533
SMN/198,JANUARY,5351,FEB,7437,MAR,13143
SMN/199,JANUARY,11823,FEB,14446,MAR,14149
SMN/200,JANUARY,6851,FEB,8436,MAR,10019
SMN/201,JANUARY,7238,FEB,13055,MAR,5693
SMN/202,JANUARY,7517,FEB,9534,MAR,14132
SMN/203,JANUARY,9222,FEB,13640,MAR,10106
SMN/204,JANUARY,12016,FEB,9761,MAR,12960
SMN/205,JANUARY,8196,FEB,6177,MAR,8440
SMN/206,JANUARY,9859,FEB,14538,MAR,7557
SMN/207,JANUARY,5804,FEB,9507,MAR,11908
SMN/208,JANUARY,8099,FEB,10111,MAR,6527
SMN/209,JANUARY,9999,FEB,12681,MAR,9377
SMN/210,JANUARY,10200,FEB,14566,MAR,8881
SMN/211,JANUARY,8002,FEB,6812,MAR,14389
SMN/212,JANUARY,11514,FEB,7627,MAR,12340
SMN/213,JANUARY,7249,FEB,10860,MAR,10412
SMN/214,JANUARY,6027,FEB,8540,MAR,13182
SMN/215,JANUARY,7764,FEB,14569,MAR,12805
SMN/216,JANUARY,6205,FEB,5675,MAR,11440
SMN/217,JANUARY,7111,FEB,6093,MAR,5245
SMN/218,JANUARY,13576,FEB,9200,MAR,10113
SMN/219,JANUARY,11220,FEB,6691,MAR,13057
SMN/220,JANUARY,12526,FEB,7852,MAR,6189
SMN/221,JANUARY,8459,FEB,11139,MAR,10681
SMN/222,JANUARY,10936,FEB,13571,MAR,6697
SMN/223,JANUARY,5162,FEB,8116,MAR,5516
SMN/224,JANUARY,13135,FEB,9912,MAR,7103
SMN/225,JANUARY,7670,FEB,14706,MAR,6539
SMN/226,JANUARY,12167,FEB,10574,MAR,12661
SMN/227,JANUARY,9652,FEB,7795,MAR,14001
SMN/228,JANUARY,7627,FEB,13409,MAR,14181
SMN/229,JANUARY,8093,FEB,8521,MAR,5127
SMN/230,JANUARY,14285,FEB,13348,MAR,8484
SMN/231,JANUARY,14349,FEB,9979,MAR,8880
SMN/232,JANUARY,9402,FEB,13770,MAR,7159
SMN/233,JANUARY,9151,FEB,11564,MAR,5390
SMN/234,JANUARY,5941,FEB,12593,MAR,14136
SMN/235,JANUARY,12754,FEB,9502,MAR,10640
SMN/236,JANUARY,9512,FEB,14977,MAR,13685
SMN/237,JANUARY,14376,FEB,10282,MAR,9922
SMN/238,JANUARY,14188,FEB,9728,MAR,7894
SMN/239,JANUARY,7383,FEB,10687,MAR,12361
SMN/240,JANUARY,7442,FEB,10625,MAR,13433
SMN/241,JANUARY,11813,FEB,7015,MAR,10381
SMN/242,JANUARY,12042,FEB,12258,MAR,10606
SMN/243,JANUARY,13935,FEB,6826,MAR,10601
SMN/244,JANUARY,11017,FEB,10117,MAR,14291
SMN/245,JANUARY,7199,FEB,12144,MAR,11956
SMN/246,JANUARY,13250,FEB,13862,MAR,11212
SMN/247,JANUARY,12656,FEB,13813,MAR,9978
SMN/248,JANUARY,13434,FEB,7198,MAR,12975
SMN/249,JANUARY,13533,FEB,7390,MAR,5458
SMN/250,JANUARY,10951,FEB,8185,MAR,10555
SMN/251,JANUARY,7009,FEB,9591,MAR,5366
SMN/252,JANUARY,14173,FEB,11310,MAR,9832
SMN/253,JANUARY,10366,FEB,5310,MAR,8442
SMN/254,JANUARY,12201,FEB,13320,MAR,13793
SMN/255,JANUARY,14308,FEB,11677,MAR,6137
SMN/256,JANUARY,11640,FEB,5165,MAR,14464
SMN/257,JANUARY,9786,FEB,7978,MAR,7163
SMN/258,JANUARY,7521,FEB,7168,MAR,8043
SMN/259,JANUARY,10454,FEB,14525,MAR,10063
SMN/260,JANUARY,8186,FEB,7390,MAR,12255
SMN/261,JANUARY,13106,FEB,8300,MAR,5571
SMN/262,JANUARY,10553,FEB,5051,MAR,5331
SMN/263,JANUARY,14521,FEB,10110,MAR,12124
SMN/264,JANUARY,5735,FEB,7957,MAR,5617
SMN/265,JANUARY,13039,FEB,13352,MAR,13447
SMN/266,JANUARY,8424,FEB,9227,MAR,7917
SMN/267,JANUARY,12839,FEB,9668,MAR,6688
SMN/268,JANUARY,12354,FEB,14967,MAR,8896
SMN/269,JANUARY,14249,FEB,12064,MAR,5913
SMN/270,JANUARY,6392,FEB,5259,MAR,8655
SMN/271,JANUARY,9327,FEB,9586,MAR,10479
SMN/272,JANUARY,6875,FEB,11360,MAR,13236
SMN/273,JANUARY,6724,FEB,13204,MAR,8667
SMN/274,JANUARY,12705,FEB,11631,MAR,9306
SMN/275,JANUARY,5941,FEB,12036,MAR,13293
SMN/276,JANUARY,13038,FEB,13723,MAR,7456
SMN/277,JANUARY,5391,FEB,8395,MAR,6364
SMN/278,JANUARY,9048,FEB,14427,MAR,7752
SMN/279,JANUARY,14314,FEB,10486,MAR,12548
SMN/280,JANUARY,10639,FEB,12328,MAR,5365
SMN/281,JANUARY,6561,FEB,12070,MAR,13464
SMN/282,JANUARY,8880,FEB,7235,MAR,12256
SMN/283,JANUARY,9747,FEB,9139,MAR,5925
SMN/284,JANUARY,13867,FEB,11112,MAR,12628
SMN/285,JANUARY,12957,FEB,6843,MAR,12384
SMN/286,JANUARY,5433,FEB,8792,MAR,6263
SMN/287,JANUARY,10223,FEB,5091,MAR,10576
SMN/288,JANUARY,11624,FEB,9629,MAR,14438
SMN/289,JANUARY,14326,FEB,11203,MAR,13569
SMN/290,JANUARY,12561,FEB,11090,MAR,13767
SMN/291,JANUARY,6036,FEB,11802,MAR,6643
SMN/292,JANUARY,7514,FEB,12896,MAR,11931
SMN/293,JANUARY,9671,FEB,5316,MAR,8315
SMN/294,JANUARY,5974,FEB,10257,MAR,6407
SMN/295,JANUARY,6627,FEB,9832,MAR,12557
SMN/296,JANUARY,11783,FEB,14855,MAR,6042
SMN/297,JANUARY,14883,FEB,9714,MAR,5907
SMN/298,JANUARY,14966,FEB,5456,MAR,11337
SMN/299,JANUARY,12400,FEB,10907,MAR,9669
SMN/300,JANUARY,7320,FEB,10031,MAR,9295
SMN/301,JANUARY,6684,FEB,10277,MAR,6593
SMN/302,JANUARY,8300,FEB,5427,MAR,10682
SMN/303,JANUARY,14420,FEB,8001,MAR,8991
SMN/304,JANUARY,13953,FEB,11019,MAR,5778
SMN/305,JANUARY,6572,FEB,11641,MAR,14488
SMN/306,JANUARY,11971,FEB,8026,MAR,9064
SMN/307,JANUARY,6320,FEB,13896,MAR,9748
SMN/308,JANUARY,8437,FEB,9577,MAR,10706
SMN/309,JANUARY,12625,FEB,11888,MAR,12012
SMN/310,JANUARY,10812,FEB,10434,MAR,5374
SMN/311,JANUARY,7744,FEB,11438,MAR,12248
SMN/312,JANUARY,8142,FEB,13790,MAR,11539
SMN/313,JANUARY,5006,FEB,12317,MAR,5870
SMN/314,JANUARY,11793,FEB,5893,MAR,9442
SMN/315,JANUARY,11877,FEB,6638,MAR,6625
SMN/316,JANUARY,9539,FEB,5011,MAR,14720
SMN/317,JANUARY,13105,FEB,8862,MAR,5418
SMN/318,JANUARY,10498,FEB,11002,MAR,11979
SMN/319,JANUARY,14269,FEB,8993,MAR,11372
SMN/320,JANUARY,5573,FEB,14203,MAR,6692
SMN/321,JANUARY,12636,FEB,14259,MAR,6155
SMN/322,JANUARY,7244,FEB,8369,MAR,8361
SMN/323,JANUARY,8880,FEB,13513,MAR,11374
SMN/324,JANUARY,9508,FEB,6308,MAR,10896
SMN/325,JANUARY,14787,FEB,5252,MAR,11658
SMN/326,JANUARY,6570,FEB,13841,MAR,8435
SMN/327,JANUARY,11394,FEB,10422,MAR,5485
SMN/328,JANUARY,7966,FEB,7017,MAR,13971
SMN/329,JANUARY,13293,FEB,5806,MAR,11583
SMN/330,JANUARY,12536,FEB,13080,MAR,12375
SMN/331,JANUARY,11466,FEB,8454,MAR,7606
SMN/332,JANUARY,10878,FEB,5609,MAR,9987
SMN/333,JANUARY,6975,FEB,7619,MAR,10153
SMN/334,JANUARY,6998,FEB,9470,MAR,8297
SMN/335,JANUARY,11054,FEB,9840,MAR,6365
SMN/336,JANUARY,13984,FEB,7447,MAR,8742
SMN/337,JANUARY,9231,FEB,10259,MAR,8229
SMN/338,JANUARY,10019,FEB,6256,MAR,6771
SMN/339,JANUARY,12398,FEB,10970,MAR,6431
SMN/340,JANUARY,11798,FEB,13027,MAR,8781
SMN/341,JANUARY,8701,FEB,8786,MAR,9516
SMN/342,JANUARY,6977,FEB,5552,MAR,13669
SMN/343,JANUARY,12281,FEB,12913,MAR,9146
SMN/344,JANUARY,8253,FEB,10148,MAR,5295
SMN/345,JANUARY,9178,FEB,8042,MAR,12477
SMN/346,JANUARY,14162,FEB,11822,MAR,10748
SMN/347,JANUARY,11272,FEB,13286,MAR,9226
SMN/348,JANUARY,6410,FEB,8895,MAR,8586
SMN/349,JANUARY,11677,FEB,9704,MAR,9396
SMN/350,JANUARY,13148,FEB,8196,MAR,10688
SMN/351,JANUARY,10784,FEB,11558,MAR,6644
SMN/352,JANUARY,8464,FEB,13042,MAR,6367
SMN/353,JANUARY,5740,FEB,11464,MAR,10358
SMN/354,JANUARY,14883,FEB,13408,MAR,11429
SMN/355,JANUARY,5570,FEB,5412,MAR,7775
SMN/356,JANUARY,9417,FEB,11334,MAR,7044
SMN/357,JANUARY,7336,FEB,6783,MAR,5762
SMN/358,JANUARY,7901,FEB,8549,MAR,6433
SMN/359,JANUARY,13802,FEB,13381,MAR,12507
SMN/360,JANUARY,13446,FEB,5307,MAR,9618
SMN/361,JANUARY,6509,FEB,11357,MAR,5114
SMN/362,JANUARY,14778,FEB,9376,MAR,6105
SMN/363,JANUARY,5334,FEB,10849,MAR,11887
SMN/364,JANUARY,12394,FEB,9809,MAR,13257
SMN/365,JANUARY,9627,FEB,14157,MAR,11638
SMN/366,JANUARY,7682,FEB,12251,MAR,13705
SMN/367,JANUARY,10395,FEB,11799,MAR,10975
SMN/368,JANUARY,12350,FEB,6685,MAR,14698
SMN/369,JANUARY,5146,FEB,8075,MAR,7531
SMN/370,JANUARY,7913,FEB,14120,MAR,11883
SMN/371,JANUARY,9081,FEB,6438,MAR,9881
SMN/372,JANUARY,9446,FEB,13532,MAR,11049
SMN/373,JANUARY,14133,FEB,13558,MAR,9669
SMN/374,JANUARY,7381,FEB,8505,MAR,11019
SMN/375,JANUARY,7253,FEB,13740,MAR,11057
SMN/376,JANUARY,12890,FEB,12965,MAR,10891
SMN/377,JANUARY,11604,FEB,10228,MAR,11777
SMN/378,JANUARY,6284,FEB,14294,MAR,13712
SMN/379,JANUARY,5902,FEB,8871,MAR,5376
SMN/380,JANUARY,12112,FEB,12817,MAR,5423
SMN/381,JANUARY,13602,FEB,5170,MAR,10534
SMN/382,JANUARY,10789,FEB,7215,MAR,13176
SMN/383,JANUARY,8207,FEB,5701,MAR,10499
SMN/384,JANUARY,7309,FEB,14719,MAR,9151
SMN/385,JANUARY,9050,FEB,13129,MAR,13603
SMN/386,JANUARY,13480,FEB,10183,MAR,6859
SMN/387,JANUARY,14015,FEB,5625,MAR,10095
SMN/388,JANUARY,7277,FEB,7294,MAR,11398
SMN/389,JANUARY,5321,FEB,8094,MAR,7041
SMN/390,JANUARY,12287,FEB,11329,MAR,12045
SMN/391,JANUARY,12756,FEB,10754,MAR,12052
SMN/392,JANUARY,14282,FEB,9840,MAR,13417
SMN/393,JANUARY,10189,FEB,13183,MAR,11828
SMN/394,JANUARY,6032,FEB,10446,MAR,5269
SMN/395,JANUARY,6719,FEB,14528,MAR,14303
SMN/396,JANUARY,14949,FEB,14462,MAR,9666
SMN/397,JANUARY,7454,FEB,6017,MAR,5566
SMN/398,JANUARY,5861,FEB,7372,MAR,13401
SMN/399,JANUARY,9668,FEB,6465,MAR,7767
SMN/400,JANUARY,11599,FEB,9956,MAR,11158
SMN/401,JANUARY,5253,FEB,11119,MAR,10320
SMN/402,JANUARY,11173,FEB,8687,MAR,9325
SMN/403,JANUARY,9604,FEB,5428,MAR,12837
SMN/404,JANUARY,5257,FEB,5379,MAR,13431
SMN/405,JANUARY,7114,FEB,12063,MAR,14726
SMN/406,JANUARY,7450,FEB,13173,MAR,13762
SMN/407,JANUARY,8460,FEB,5094,MAR,12665
SMN/408,JANUARY,9870,FEB,8204,MAR,6284
SMN/409,JANUARY,14157,FEB,8686,MAR,10581
SMN/410,JANUARY,10911,FEB,13719,MAR,7123
SMN/411,JANUARY,11748,FEB,10465,MAR,12370
SMN/412,JANUARY,12110,FEB,10837,MAR,6164
SMN/413,JANUARY,10400,FEB,14935,MAR,12380
SMN/414,JANUARY,5278,FEB,14912,MAR,9667
SMN/415,JANUARY,8408,FEB,5918,MAR,10031
SMN/416,JANUARY,13858,FEB,6936,MAR,11462
SMN/417,JANUARY,7486,FEB,8742,MAR,9233
SMN/418,JANUARY,13056,FEB,8259,MAR,10031
SMN/419,JANUARY,14912,FEB,12727,MAR,9672
SMN/420,JANUARY,7006,FEB,8000,MAR,10947
SMN/421,JANUARY,5294,FEB,8978,MAR,11168
SMN/422,JANUARY,5412,FEB,5337,MAR,11649
SMN/423,JANUARY,5695,FEB,10069,MAR,11692
SMN/424,JANUARY,9927,FEB,14469,MAR,10780
SMN/425,JANUARY,7637,FEB,11092,MAR,7093
SMN/426,JANUARY,7529,FEB,11159,MAR,12847
SMN/427,JANUARY,10522,FEB,11584,MAR,6382
SMN/428,JANUARY,11089,FEB,5000,MAR,8524
SMN/429,JANUARY,9567,FEB,10911,MAR,7406
SMN/430,JANUARY,5414,FEB,13903,MAR,12373
SMN/431,JANUARY,7917,FEB,13398,MAR,5211
SMN/432,JANUARY,9974,FEB,12393,MAR,9704
SMN/433,JANUARY,10649,FEB,11853,MAR,8980
SMN/434,JANUARY,9081,FEB,9386,MAR,11064
SMN/435,JANUARY,14764,FEB,12975,MAR,5505
SMN/436,JANUARY,5830,FEB,8796,MAR,8146
SMN/437,JANUARY,6373,FEB,12309,MAR,8984
SMN/438,JANUARY,14358,FEB,8884,MAR,14522
SMN/439,JANUARY,14511,FEB,6132,MAR,13877
SMN/440,JANUARY,8303,FEB,8807,MAR,12851
SMN/441,JANUARY,13071,FEB,14543,MAR,8680
SMN/442,JANUARY,8476,FEB,7221,MAR,5802
SMN/443,JANUARY,9658,FEB,9338,MAR,14314
SMN/444,JANUARY,5280,FEB,14008,MAR,9068
SMN/445,JANUARY,7077,FEB,9451,MAR,7354
SMN/446,JANUARY,10532,FEB,12164,MAR,14533
SMN/447,JANUARY,11715,FEB,7505,MAR,7414
SMN/448,JANUARY,5865,FEB,11925,MAR,10374
SMN/449,JANUARY,10560,FEB,7959,MAR,9275
SMN/450,JANUARY,12792,FEB,11082,MAR,13296
SMN/451,JANUARY,5854,FEB,14431,MAR,14041
SMN/452,JANUARY,14053,FEB,9560,MAR,12189
SMN/453,JANUARY,7989,FEB,5712,MAR,10594
SMN/454,JANUARY,8152,FEB,14262,MAR,14696
SMN/455,JANUARY,13860,FEB,14389,MAR,11322
SMN/456,JANUARY,11499,FEB,13310,MAR,11082
SMN/457,JANUARY,13819,FEB,6732,MAR,12924
SMN/458,JANUARY,11209,FEB,12712,MAR,6731
SMN/459,JANUARY,8490,FEB,5254,MAR,10319
SMN/460,JANUARY,9505,FEB,9088,MAR,12786
SMN/461,JANUARY,14816,FEB,11831,MAR,8117
SMN/462,JANUARY,12812,FEB,13617,MAR,8219
SMN/463,JANUARY,9718,FEB,6674,MAR,14349
SMN/464,JANUARY,8655,FEB,14630,MAR,11303
SMN/465,JANUARY,12025,FEB,11005,MAR,9792
SMN/466,JANUARY,9326,FEB,14699,MAR,12320
SMN/467,JANUARY,14811,FEB,8122,MAR,10545
SMN/468,JANUARY,14813,FEB,9251,MAR,11722
SMN/469,JANUARY,12958,FEB,12529,MAR,12423
SMN/470,JANUARY,8538,FEB,9002,MAR,14947
SMN/471,JANUARY,7102,FEB,6418,MAR,7697
SMN/472,JANUARY,11916,FEB,12798,MAR,11784
SMN/473,JANUARY,6815,FEB,12917,MAR,6781
SMN/474,JANUARY,7495,FEB,13477,MAR,6354
SMN/475,JANUARY,8392,FEB,8003,MAR,12460
SMN/476,JANUARY,9066,FEB,10670,MAR,13880
SMN/477,JANUARY,14736,FEB,9344,MAR,12425
SMN/478,JANUARY,13849,FEB,5411,MAR,13534
SMN/479,JANUARY,8933,FEB,9874,MAR,13161
SMN/480,JANUARY,11530,FEB,12709,MAR,6991
