smnno,first_month,amount,second_month,amount,third_month,amount 
SMN/130,APR,5889,MAY,8968,JUN,11650
SMN/131,APR,12157,MAY,6338,JUN,13209
SMN/132,APR,11823,MAY,11057,JUN,9758
SMN/133,APR,12665,MAY,6885,JUN,7462
SMN/134,APR,13441,MAY,10340,JUN,14088
SMN/135,APR,8608,MAY,12477,JUN,6647
SMN/136,APR,8050,MAY,11328,JUN,6432
SMN/137,APR,5826,MAY,5928,JUN,10018
SMN/138,APR,5107,MAY,10664,JUN,7458
SMN/139,APR,6782,MAY,11262,JUN,5156
SMN/140,APR,7388,MAY,13198,JUN,8388
SMN/141,APR,8583,MAY,9110,JUN,14411
SMN/142,APR,6262,MAY,8485,JUN,11002
SMN/143,APR,11707,MAY,7389,JUN,6618
SMN/144,APR,8414,MAY,12184,JUN,7663
SMN/145,APR,13058,MAY,9111,JUN,13543
SMN/146,APR,11436,MAY,14083,JUN,12474
SMN/147,APR,6980,MAY,10410,JUN,12155
SMN/148,APR,10388,MAY,10586,JUN,12659
SMN/149,APR,12393,MAY,9146,JUN,9093
SMN/150,APR,6735,MAY,14089,JUN,5594
SMN/151,APR,7231,MAY,9628,JUN,5960
SMN/152,APR,7304,MAY,6002,JUN,14906
SMN/153,APR,5680,MAY,12710,JUN,10901
SMN/154,APR,7324,MAY,6540,JUN,12263
SMN/155,APR,9036,MAY,10871,JUN,10590
SMN/156,APR,6263,MAY,8924,JUN,11490
SMN/157,APR,6204,MAY,13216,JUN,11017
SMN/158,APR,8509,MAY,8075,JUN,6677
SMN/159,APR,10616,MAY,9584,JUN,7879
SMN/160,APR,8204,MAY,13113,JUN,11661
SMN/161,APR,14918,MAY,6954,JUN,5876
SMN/162,APR,12879,MAY,8493,JUN,11687
SMN/163,APR,6898,MAY,12770,JUN,13710
SMN/164,APR,10471,MAY,14618,JUN,14731
SMN/165,APR,5533,MAY,12771,JUN,8320
SMN/166,APR,14733,MAY,14607,JUN,9160
SMN/167,APR,13793,MAY,9897,JUN,10216
SMN/168,APR,7221,MAY,8555,JUN,6931
SMN/169,APR,5745,MAY,12466,JUN,6397
SMN/170,APR,11851,MAY,12251,JUN,6219
SMN/171,APR,13353,MAY,11528,JUN,10661
SMN/172,APR,13274,MAY,6766,JUN,11731
SMN/173,APR,13762,MAY,13284,JUN,7398
SMN/174,APR,12692,MAY,10371,JUN,10084
SMN/175,APR,13368,MAY,6264,JUN,12277
SMN/176,APR,14775,MAY,10686,JUN,9305
SMN/177,APR,10518,MAY,7826,JUN,5371
SMN/178,APR,5218,MAY,11678,JUN,9903
SMN/179,APR,8528,MAY,6566,JUN,14007
SMN/180,APR,13328,MAY,6157,JUN,13639
SMN/181,APR,7512,MAY,14940,JUN,6084
SMN/182,APR,6757,MAY,12429,JUN,9662
SMN/183,APR,6426,MAY,5165,JUN,13953
SMN/184,APR,7829,MAY,13263,JUN,8493
SMN/185,APR,11135,MAY,13830,JUN,6383
SMN/186,APR,9339,MAY,9653,JUN,9474
SMN/187,APR,9308,MAY,8562,JUN,7449
SMN/188,APR,5779,MAY,5965,JUN,5811
SMN/189,APR,14469,MAY,11468,JUN,6751
SMN/190,APR,6467,MAY,13343,JUN,14992
SMN/191,APR,9446,MAY,9880,JUN,12164
SMN/192,APR,11357,MAY,5475,JUN,8603
SMN/193,APR,7205,MAY,8965,JUN,5832
SMN/194,APR,13042,MAY,9905,JUN,10732
SMN/195,APR,14497,MAY,12316,JUN,14809
SMN/196,APR,8863,MAY,9830,JUN,12589
SMN/197,APR,14851,MAY,13397,JUN,12533
SMN/198,APR,5351,MAY,7437,JUN,13143
SMN/199,APR,11823,MAY,14446,JUN,14149
SMN/200,APR,6851,MAY,8436,JUN,10019
SMN/201,APR,7238,MAY,13055,JUN,5693
SMN/202,APR,7517,MAY,9534,JUN,14132
SMN/203,APR,9222,MAY,13640,JUN,10106
SMN/204,APR,12016,MAY,9761,JUN,12960
SMN/205,APR,8196,MAY,6177,JUN,8440
SMN/206,APR,9859,MAY,14538,JUN,7557
SMN/207,APR,5804,MAY,9507,JUN,11908
SMN/208,APR,8099,MAY,10111,JUN,6527
SMN/209,APR,9999,MAY,12681,JUN,9377
SMN/210,APR,10200,MAY,14566,JUN,8881
SMN/211,APR,8002,MAY,6812,JUN,14389
SMN/212,APR,11514,MAY,7627,JUN,12340
SMN/213,APR,7249,MAY,10860,JUN,10412
SMN/214,APR,6027,MAY,8540,JUN,13182
SMN/215,APR,7764,MAY,14569,JUN,12805
SMN/216,APR,6205,MAY,5675,JUN,11440
SMN/217,APR,7111,MAY,6093,JUN,5245
SMN/218,APR,13576,MAY,9200,JUN,10113
SMN/219,APR,11220,MAY,6691,JUN,13057
SMN/220,APR,12526,MAY,7852,JUN,6189
SMN/221,APR,8459,MAY,11139,JUN,10681
SMN/222,APR,10936,MAY,13571,JUN,6697
SMN/223,APR,5162,MAY,8116,JUN,5516
SMN/224,APR,13135,MAY,9912,JUN,7103
SMN/225,APR,7670,MAY,14706,JUN,6539
SMN/226,APR,12167,MAY,10574,JUN,12661
SMN/227,APR,9652,MAY,7795,JUN,14001
SMN/228,APR,7627,MAY,13409,JUN,14181
SMN/229,APR,8093,MAY,8521,JUN,5127
SMN/230,APR,14285,MAY,13348,JUN,8484
SMN/231,APR,14349,MAY,9979,JUN,8880
SMN/232,APR,9402,MAY,13770,JUN,7159
SMN/233,APR,9151,MAY,11564,JUN,5390
SMN/234,APR,5941,MAY,12593,JUN,14136
SMN/235,APR,12754,MAY,9502,JUN,10640
SMN/236,APR,9512,MAY,14977,JUN,13685
SMN/237,APR,14376,MAY,10282,JUN,9922
SMN/238,APR,14188,MAY,9728,JUN,7894
SMN/239,APR,7383,MAY,10687,JUN,12361
SMN/240,APR,7442,MAY,10625,JUN,13433
SMN/241,APR,11813,MAY,7015,JUN,10381
SMN/242,APR,12042,MAY,12258,JUN,10606
SMN/243,APR,13935,MAY,6826,JUN,10601
SMN/244,APR,11017,MAY,10117,JUN,14291
SMN/245,APR,7199,MAY,12144,JUN,11956
SMN/246,APR,13250,MAY,13862,JUN,11212
SMN/247,APR,12656,MAY,13813,JUN,9978
SMN/248,APR,13434,MAY,7198,JUN,12975
SMN/249,APR,13533,MAY,7390,JUN,5458
SMN/250,APR,10951,MAY,8185,JUN,10555
SMN/251,APR,7009,MAY,9591,JUN,5366
SMN/252,APR,14173,MAY,11310,JUN,9832
SMN/253,APR,10366,MAY,5310,JUN,8442
SMN/254,APR,12201,MAY,13320,JUN,13793
SMN/255,APR,14308,MAY,11677,JUN,6137
SMN/256,APR,11640,MAY,5165,JUN,14464
SMN/257,APR,9786,MAY,7978,JUN,7163
SMN/258,APR,7521,MAY,7168,JUN,8043
SMN/259,APR,10454,MAY,14525,JUN,10063
SMN/260,APR,8186,MAY,7390,JUN,12255
SMN/261,APR,13106,MAY,8300,JUN,5571
SMN/262,APR,10553,MAY,5051,JUN,5331
SMN/263,APR,14521,MAY,10110,JUN,12124
SMN/264,APR,5735,MAY,7957,JUN,5617
SMN/265,APR,13039,MAY,13352,JUN,13447
SMN/266,APR,8424,MAY,9227,JUN,7917
SMN/267,APR,12839,MAY,9668,JUN,6688
SMN/268,APR,12354,MAY,14967,JUN,8896
SMN/269,APR,14249,MAY,12064,JUN,5913
SMN/270,APR,6392,MAY,5259,JUN,8655
SMN/271,APR,9327,MAY,9586,JUN,10479
SMN/272,APR,6875,MAY,11360,JUN,13236
SMN/273,APR,6724,MAY,13204,JUN,8667
SMN/274,APR,12705,MAY,11631,JUN,9306
SMN/275,APR,5941,MAY,12036,JUN,13293
SMN/276,APR,13038,MAY,13723,JUN,7456
SMN/277,APR,5391,MAY,8395,JUN,6364
SMN/278,APR,9048,MAY,14427,JUN,7752
SMN/279,APR,14314,MAY,10486,JUN,12548
SMN/280,APR,10639,MAY,12328,JUN,5365
SMN/281,APR,6561,MAY,12070,JUN,13464
SMN/282,APR,8880,MAY,7235,JUN,12256
SMN/283,APR,9747,MAY,9139,JUN,5925
SMN/284,APR,13867,MAY,11112,JUN,12628
SMN/285,APR,12957,MAY,6843,JUN,12384
SMN/286,APR,5433,MAY,8792,JUN,6263
SMN/287,APR,10223,MAY,5091,JUN,10576
SMN/288,APR,11624,MAY,9629,JUN,14438
SMN/289,APR,14326,MAY,11203,JUN,13569
SMN/290,APR,12561,MAY,11090,JUN,13767
SMN/291,APR,6036,MAY,11802,JUN,6643
SMN/292,APR,7514,MAY,12896,JUN,11931
SMN/293,APR,9671,MAY,5316,JUN,8315
SMN/294,APR,5974,MAY,10257,JUN,6407
SMN/295,APR,6627,MAY,9832,JUN,12557
SMN/296,APR,11783,MAY,14855,JUN,6042
SMN/297,APR,14883,MAY,9714,JUN,5907
SMN/298,APR,14966,MAY,5456,JUN,11337
SMN/299,APR,12400,MAY,10907,JUN,9669
SMN/300,APR,7320,MAY,10031,JUN,9295
SMN/301,APR,6684,MAY,10277,JUN,6593
SMN/302,APR,8300,MAY,5427,JUN,10682
SMN/303,APR,14420,MAY,8001,JUN,8991
SMN/304,APR,13953,MAY,11019,JUN,5778
SMN/305,APR,6572,MAY,11641,JUN,14488
SMN/306,APR,11971,MAY,8026,JUN,9064
SMN/307,APR,6320,MAY,13896,JUN,9748
SMN/308,APR,8437,MAY,9577,JUN,10706
SMN/309,APR,12625,MAY,11888,JUN,12012
SMN/310,APR,10812,MAY,10434,JUN,5374
SMN/311,APR,7744,MAY,11438,JUN,12248
SMN/312,APR,8142,MAY,13790,JUN,11539
SMN/313,APR,5006,MAY,12317,JUN,5870
SMN/314,APR,11793,MAY,5893,JUN,9442
SMN/315,APR,11877,MAY,6638,JUN,6625
SMN/316,APR,9539,MAY,5011,JUN,14720
SMN/317,APR,13105,MAY,8862,JUN,5418
SMN/318,APR,10498,MAY,11002,JUN,11979
SMN/319,APR,14269,MAY,8993,JUN,11372
SMN/320,APR,5573,MAY,14203,JUN,6692
SMN/321,APR,12636,MAY,14259,JUN,6155
SMN/322,APR,7244,MAY,8369,JUN,8361
SMN/323,APR,8880,MAY,13513,JUN,11374
SMN/324,APR,9508,MAY,6308,JUN,10896
SMN/325,APR,14787,MAY,5252,JUN,11658
SMN/326,APR,6570,MAY,13841,JUN,8435
SMN/327,APR,11394,MAY,10422,JUN,5485
SMN/328,APR,7966,MAY,7017,JUN,13971
SMN/329,APR,13293,MAY,5806,JUN,11583
SMN/330,APR,12536,MAY,13080,JUN,12375
SMN/331,APR,11466,MAY,8454,JUN,7606
SMN/332,APR,10878,MAY,5609,JUN,9987
SMN/333,APR,6975,MAY,7619,JUN,10153
SMN/334,APR,6998,MAY,9470,JUN,8297
SMN/335,APR,11054,MAY,9840,JUN,6365
SMN/336,APR,13984,MAY,7447,JUN,8742
SMN/337,APR,9231,MAY,10259,JUN,8229
SMN/338,APR,10019,MAY,6256,JUN,6771
SMN/339,APR,12398,MAY,10970,JUN,6431
SMN/340,APR,11798,MAY,13027,JUN,8781
SMN/341,APR,8701,MAY,8786,JUN,9516
SMN/342,APR,6977,MAY,5552,JUN,13669
SMN/343,APR,12281,MAY,12913,JUN,9146
SMN/344,APR,8253,MAY,10148,JUN,5295
SMN/345,APR,9178,MAY,8042,JUN,12477
SMN/346,APR,14162,MAY,11822,JUN,10748
SMN/347,APR,11272,MAY,13286,JUN,9226
SMN/348,APR,6410,MAY,8895,JUN,8586
SMN/349,APR,11677,MAY,9704,JUN,9396
SMN/350,APR,13148,MAY,8196,JUN,10688
SMN/351,APR,10784,MAY,11558,JUN,6644
SMN/352,APR,8464,MAY,13042,JUN,6367
SMN/353,APR,5740,MAY,11464,JUN,10358
SMN/354,APR,14883,MAY,13408,JUN,11429
SMN/355,APR,5570,MAY,5412,JUN,7775
SMN/356,APR,9417,MAY,11334,JUN,7044
SMN/357,APR,7336,MAY,6783,JUN,5762
SMN/358,APR,7901,MAY,8549,JUN,6433
SMN/359,APR,13802,MAY,13381,JUN,12507
SMN/360,APR,13446,MAY,5307,JUN,9618
SMN/361,APR,6509,MAY,11357,JUN,5114
SMN/362,APR,14778,MAY,9376,JUN,6105
SMN/363,APR,5334,MAY,10849,JUN,11887
SMN/364,APR,12394,MAY,9809,JUN,13257
SMN/365,APR,9627,MAY,14157,JUN,11638
SMN/366,APR,7682,MAY,12251,JUN,13705
SMN/367,APR,10395,MAY,11799,JUN,10975
SMN/368,APR,12350,MAY,6685,JUN,14698
SMN/369,APR,5146,MAY,8075,JUN,7531
SMN/370,APR,7913,MAY,14120,JUN,11883
SMN/371,APR,9081,MAY,6438,JUN,9881
SMN/372,APR,9446,MAY,13532,JUN,11049
SMN/373,APR,14133,MAY,13558,JUN,9669
SMN/374,APR,7381,MAY,8505,JUN,11019
SMN/375,APR,7253,MAY,13740,JUN,11057
SMN/376,APR,12890,MAY,12965,JUN,10891
SMN/377,APR,11604,MAY,10228,JUN,11777
SMN/378,APR,6284,MAY,14294,JUN,13712
SMN/379,APR,5902,MAY,8871,JUN,5376
SMN/380,APR,12112,MAY,12817,JUN,5423
SMN/381,APR,13602,MAY,5170,JUN,10534
SMN/382,APR,10789,MAY,7215,JUN,13176
SMN/383,APR,8207,MAY,5701,JUN,10499
SMN/384,APR,7309,MAY,14719,JUN,9151
SMN/385,APR,9050,MAY,13129,JUN,13603
SMN/386,APR,13480,MAY,10183,JUN,6859
SMN/387,APR,14015,MAY,5625,JUN,10095
SMN/388,APR,7277,MAY,7294,JUN,11398
SMN/389,APR,5321,MAY,8094,JUN,7041
SMN/390,APR,12287,MAY,11329,JUN,12045
SMN/391,APR,12756,MAY,10754,JUN,12052
SMN/392,APR,14282,MAY,9840,JUN,13417
SMN/393,APR,10189,MAY,13183,JUN,11828
SMN/394,APR,6032,MAY,10446,JUN,5269
SMN/395,APR,6719,MAY,14528,JUN,14303
SMN/396,APR,14949,MAY,14462,JUN,9666
SMN/397,APR,7454,MAY,6017,JUN,5566
SMN/398,APR,5861,MAY,7372,JUN,13401
SMN/399,APR,9668,MAY,6465,JUN,7767
SMN/400,APR,11599,MAY,9956,JUN,11158
SMN/401,APR,5253,MAY,11119,JUN,10320
SMN/402,APR,11173,MAY,8687,JUN,9325
SMN/403,APR,9604,MAY,5428,JUN,12837
SMN/404,APR,5257,MAY,5379,JUN,13431
SMN/405,APR,7114,MAY,12063,JUN,14726
SMN/406,APR,7450,MAY,13173,JUN,13762
SMN/407,APR,8460,MAY,5094,JUN,12665
SMN/408,APR,9870,MAY,8204,JUN,6284
SMN/409,APR,14157,MAY,8686,JUN,10581
SMN/410,APR,10911,MAY,13719,JUN,7123
SMN/411,APR,11748,MAY,10465,JUN,12370
SMN/412,APR,12110,MAY,10837,JUN,6164
SMN/413,APR,10400,MAY,14935,JUN,12380
SMN/414,APR,5278,MAY,14912,JUN,9667
SMN/415,APR,8408,MAY,5918,JUN,10031
SMN/416,APR,13858,MAY,6936,JUN,11462
SMN/417,APR,7486,MAY,8742,JUN,9233
SMN/418,APR,13056,MAY,8259,JUN,10031
SMN/419,APR,14912,MAY,12727,JUN,9672
SMN/420,APR,7006,MAY,8000,JUN,10947
SMN/421,APR,5294,MAY,8978,JUN,11168
SMN/422,APR,5412,MAY,5337,JUN,11649
SMN/423,APR,5695,MAY,10069,JUN,11692
SMN/424,APR,9927,MAY,14469,JUN,10780
SMN/425,APR,7637,MAY,11092,JUN,7093
SMN/426,APR,7529,MAY,11159,JUN,12847
SMN/427,APR,10522,MAY,11584,JUN,6382
SMN/428,APR,11089,MAY,5000,JUN,8524
SMN/429,APR,9567,MAY,10911,JUN,7406
SMN/430,APR,5414,MAY,13903,JUN,12373
SMN/431,APR,7917,MAY,13398,JUN,5211
SMN/432,APR,9974,MAY,12393,JUN,9704
SMN/433,APR,10649,MAY,11853,JUN,8980
SMN/434,APR,9081,MAY,9386,JUN,11064
SMN/435,APR,14764,MAY,12975,JUN,5505
SMN/436,APR,5830,MAY,8796,JUN,8146
SMN/437,APR,6373,MAY,12309,JUN,8984
SMN/438,APR,14358,MAY,8884,JUN,14522
SMN/439,APR,14511,MAY,6132,JUN,13877
SMN/440,APR,8303,MAY,8807,JUN,12851
SMN/441,APR,13071,MAY,14543,JUN,8680
SMN/442,APR,8476,MAY,7221,JUN,5802
SMN/443,APR,9658,MAY,9338,JUN,14314
SMN/444,APR,5280,MAY,14008,JUN,9068
SMN/445,APR,7077,MAY,9451,JUN,7354
SMN/446,APR,10532,MAY,12164,JUN,14533
SMN/447,APR,11715,MAY,7505,JUN,7414
SMN/448,APR,5865,MAY,11925,JUN,10374
SMN/449,APR,10560,MAY,7959,JUN,9275
SMN/450,APR,12792,MAY,11082,JUN,13296
SMN/451,APR,5854,MAY,14431,JUN,14041
SMN/452,APR,14053,MAY,9560,JUN,12189
SMN/453,APR,7989,MAY,5712,JUN,10594
SMN/454,APR,8152,MAY,14262,JUN,14696
SMN/455,APR,13860,MAY,14389,JUN,11322
SMN/456,APR,11499,MAY,13310,JUN,11082
SMN/457,APR,13819,MAY,6732,JUN,12924
SMN/458,APR,11209,MAY,12712,JUN,6731
SMN/459,APR,8490,MAY,5254,JUN,10319
SMN/460,APR,9505,MAY,9088,JUN,12786
SMN/461,APR,14816,MAY,11831,JUN,8117
SMN/462,APR,12812,MAY,13617,JUN,8219
SMN/463,APR,9718,MAY,6674,JUN,14349
SMN/464,APR,8655,MAY,14630,JUN,11303
SMN/465,APR,12025,MAY,11005,JUN,9792
SMN/466,APR,9326,MAY,14699,JUN,12320
SMN/467,APR,14811,MAY,8122,JUN,10545
SMN/468,APR,14813,MAY,9251,JUN,11722
SMN/469,APR,12958,MAY,12529,JUN,12423
SMN/470,APR,8538,MAY,9002,JUN,14947
SMN/471,APR,7102,MAY,6418,JUN,7697
SMN/472,APR,11916,MAY,12798,JUN,11784
SMN/473,APR,6815,MAY,12917,JUN,6781
SMN/474,APR,7495,MAY,13477,JUN,6354
SMN/475,APR,8392,MAY,8003,JUN,12460
SMN/476,APR,9066,MAY,10670,JUN,13880
SMN/477,APR,14736,MAY,9344,JUN,12425
SMN/478,APR,13849,MAY,5411,JUN,13534
SMN/479,APR,8933,MAY,9874,JUN,13161
SMN/480,APR,11530,MAY,12709,JUN,6991
SMN/481,APR,13956,MAY,8268,JUN,11157
SMN/482,APR,5604,MAY,12797,JUN,14812
SMN/483,APR,10711,MAY,14824,JUN,14546
SMN/484,APR,5016,MAY,5518,JUN,12390
SMN/485,APR,14497,MAY,5603,JUN,5255
SMN/486,APR,13980,MAY,13807,JUN,6473
SMN/487,APR,14370,MAY,7668,JUN,11639
SMN/488,APR,6826,MAY,5501,JUN,10023
SMN/489,APR,7571,MAY,6350,JUN,13964
SMN/490,APR,11499,MAY,7828,JUN,11758
SMN/491,APR,8575,MAY,8333,JUN,6900
SMN/492,APR,9763,MAY,9392,JUN,12569
SMN/493,APR,5258,MAY,12791,JUN,10825
SMN/494,APR,13753,MAY,14410,JUN,11392
SMN/495,APR,12791,MAY,8304,JUN,6609
SMN/496,APR,10903,MAY,10421,JUN,6496
SMN/497,APR,12129,MAY,13732,JUN,12274
SMN/498,APR,13831,MAY,7948,JUN,9430
SMN/499,APR,9901,MAY,12690,JUN,5192
SMN/500,APR,13198,MAY,6352,JUN,11731
SMN/501,APR,13547,MAY,7212,JUN,5446
SMN/502,APR,10023,MAY,13081,JUN,12142
SMN/503,APR,9949,MAY,8039,JUN,12432
SMN/504,APR,9183,MAY,7438,JUN,14118
SMN/505,APR,11892,MAY,11798,JUN,9160
SMN/506,APR,6178,MAY,5338,JUN,11261
SMN/507,APR,5131,MAY,7081,JUN,14681
SMN/508,APR,13313,MAY,13095,JUN,6937
SMN/509,APR,5951,MAY,7062,JUN,5444
SMN/510,APR,6183,MAY,12516,JUN,12724
SMN/511,APR,6929,MAY,7017,JUN,12282
SMN/512,APR,8453,MAY,9588,JUN,9641
SMN/513,APR,7313,MAY,9810,JUN,10427
SMN/514,APR,12496,MAY,11672,JUN,10628
SMN/515,APR,8844,MAY,14373,JUN,9813
SMN/516,APR,7481,MAY,11143,JUN,6966
SMN/517,APR,9196,MAY,8852,JUN,7998
SMN/518,APR,10682,MAY,7089,JUN,6842
SMN/519,APR,8166,MAY,7160,JUN,6264
SMN/520,APR,8430,MAY,5169,JUN,14523
SMN/521,APR,7127,MAY,5445,JUN,14585
SMN/522,APR,10131,MAY,10213,JUN,5729
SMN/523,APR,9340,MAY,10135,JUN,8580
SMN/524,APR,10117,MAY,10750,JUN,13318
