smnno,first_month,amount,second_month,amount,third_month,amount 
SMN/129,JAN,6800,FEB,11921,MAR,11707
SMN/130,JAN,5889,FEB,8968,MAR,11650
SMN/131,JAN,12157,FEB,6338,MAR,13209
SMN/132,JAN,11823,FEB,11057,MAR,9758
SMN/133,JAN,12665,FEB,6885,MAR,7462
SMN/134,JAN,13441,FEB,10340,MAR,14088
SMN/135,JAN,8608,FEB,12477,MAR,6647
SMN/136,JAN,8050,FEB,11328,MAR,6432
SMN/137,JAN,5826,FEB,5928,MAR,10018
SMN/138,JAN,5107,FEB,10664,MAR,7458
SMN/139,JAN,6782,FEB,11262,MAR,5156
SMN/140,JAN,7388,FEB,13198,MAR,8388
SMN/141,JAN,8583,FEB,9110,MAR,14411
SMN/142,JAN,6262,FEB,8485,MAR,11002
SMN/143,JAN,11707,FEB,7389,MAR,6618
SMN/144,JAN,8414,FEB,12184,MAR,7663
SMN/145,JAN,13058,FEB,9111,MAR,13543
SMN/146,JAN,11436,FEB,14083,MAR,12474
SMN/147,JAN,6980,FEB,10410,MAR,12155
SMN/148,JAN,10388,FEB,10586,MAR,12659
SMN/149,JAN,12393,FEB,9146,MAR,9093
SMN/150,JAN,6735,FEB,14089,MAR,5594
SMN/151,JAN,7231,FEB,9628,MAR,5960
SMN/152,JAN,7304,FEB,6002,MAR,14906
SMN/153,JAN,5680,FEB,12710,MAR,10901
SMN/154,JAN,7324,FEB,6540,MAR,12263
SMN/155,JAN,9036,FEB,10871,MAR,10590
SMN/156,JAN,6263,FEB,8924,MAR,11490
SMN/157,JAN,6204,FEB,13216,MAR,11017
SMN/158,JAN,8509,FEB,8075,MAR,6677
SMN/159,JAN,10616,FEB,9584,MAR,7879
SMN/160,JAN,8204,FEB,13113,MAR,11661
SMN/161,JAN,14918,FEB,6954,MAR,5876
SMN/162,JAN,12879,FEB,8493,MAR,11687
SMN/163,JAN,6898,FEB,12770,MAR,13710
SMN/164,JAN,10471,FEB,14618,MAR,14731
SMN/165,JAN,5533,FEB,12771,MAR,8320
SMN/166,JAN,14733,FEB,14607,MAR,9160
SMN/167,JAN,13793,FEB,9897,MAR,10216
SMN/168,JAN,7221,FEB,8555,MAR,6931
SMN/169,JAN,5745,FEB,12466,MAR,6397
SMN/170,JAN,11851,FEB,12251,MAR,6219
SMN/171,JAN,13353,FEB,11528,MAR,10661
SMN/172,JAN,13274,FEB,6766,MAR,11731
SMN/173,JAN,13762,FEB,13284,MAR,7398
SMN/174,JAN,12692,FEB,10371,MAR,10084
SMN/175,JAN,13368,FEB,6264,MAR,12277
SMN/176,JAN,14775,FEB,10686,MAR,9305
SMN/177,JAN,10518,FEB,7826,MAR,5371
SMN/178,JAN,5218,FEB,11678,MAR,9903
SMN/179,JAN,8528,FEB,6566,MAR,14007
SMN/180,JAN,13328,FEB,6157,MAR,13639
SMN/181,JAN,7512,FEB,14940,MAR,6084
SMN/182,JAN,6757,FEB,12429,MAR,9662
SMN/183,JAN,6426,FEB,5165,MAR,13953
SMN/184,JAN,7829,FEB,13263,MAR,8493
SMN/185,JAN,11135,FEB,13830,MAR,6383
SMN/186,JAN,9339,FEB,9653,MAR,9474
SMN/187,JAN,9308,FEB,8562,MAR,7449
SMN/188,JAN,5779,FEB,5965,MAR,5811
SMN/189,JAN,14469,FEB,11468,MAR,6751
SMN/190,JAN,6467,FEB,13343,MAR,14992
SMN/191,JAN,9446,FEB,9880,MAR,12164
SMN/192,JAN,11357,FEB,5475,MAR,8603
SMN/193,JAN,7205,FEB,8965,MAR,5832
SMN/194,JAN,13042,FEB,9905,MAR,10732
SMN/195,JAN,14497,FEB,12316,MAR,14809
SMN/196,JAN,8863,FEB,9830,MAR,12589
SMN/197,JAN,14851,FEB,13397,MAR,12533
SMN/198,JAN,5351,FEB,7437,MAR,13143
SMN/199,JAN,11823,FEB,14446,MAR,14149
SMN/200,JAN,6851,FEB,8436,MAR,10019
SMN/201,JAN,7238,FEB,13055,MAR,5693
SMN/202,JAN,7517,FEB,9534,MAR,14132
SMN/203,JAN,9222,FEB,13640,MAR,10106
SMN/204,JAN,12016,FEB,9761,MAR,12960
SMN/205,JAN,8196,FEB,6177,MAR,8440
SMN/206,JAN,9859,FEB,14538,MAR,7557
SMN/207,JAN,5804,FEB,9507,MAR,11908
SMN/208,JAN,8099,FEB,10111,MAR,6527
SMN/209,JAN,9999,FEB,12681,MAR,9377
SMN/210,JAN,10200,FEB,14566,MAR,8881
SMN/211,JAN,8002,FEB,6812,MAR,14389
SMN/212,JAN,11514,FEB,7627,MAR,12340
SMN/213,JAN,7249,FEB,10860,MAR,10412
SMN/214,JAN,6027,FEB,8540,MAR,13182
SMN/215,JAN,7764,FEB,14569,MAR,12805
SMN/216,JAN,6205,FEB,5675,MAR,11440
SMN/217,JAN,7111,FEB,6093,MAR,5245
SMN/218,JAN,13576,FEB,9200,MAR,10113
SMN/219,JAN,11220,FEB,6691,MAR,13057
SMN/220,JAN,12526,FEB,7852,MAR,6189
SMN/221,JAN,8459,FEB,11139,MAR,10681
SMN/222,JAN,10936,FEB,13571,MAR,6697
SMN/223,JAN,5162,FEB,8116,MAR,5516
SMN/224,JAN,13135,FEB,9912,MAR,7103
SMN/225,JAN,7670,FEB,14706,MAR,6539
SMN/226,JAN,12167,FEB,10574,MAR,12661
SMN/227,JAN,9652,FEB,7795,MAR,14001
SMN/228,JAN,7627,FEB,13409,MAR,14181
SMN/229,JAN,8093,FEB,8521,MAR,5127
SMN/230,JAN,14285,FEB,13348,MAR,8484
SMN/231,JAN,14349,FEB,9979,MAR,8880
SMN/232,JAN,9402,FEB,13770,MAR,7159
SMN/233,JAN,9151,FEB,11564,MAR,5390
SMN/234,JAN,5941,FEB,12593,MAR,14136
SMN/235,JAN,12754,FEB,9502,MAR,10640
SMN/236,JAN,9512,FEB,14977,MAR,13685
SMN/237,JAN,14376,FEB,10282,MAR,9922
SMN/238,JAN,14188,FEB,9728,MAR,7894
SMN/239,JAN,7383,FEB,10687,MAR,12361
SMN/240,JAN,7442,FEB,10625,MAR,13433
SMN/241,JAN,11813,FEB,7015,MAR,10381
SMN/242,JAN,12042,FEB,12258,MAR,10606
SMN/243,JAN,13935,FEB,6826,MAR,10601
SMN/244,JAN,11017,FEB,10117,MAR,14291
SMN/245,JAN,7199,FEB,12144,MAR,11956
SMN/246,JAN,13250,FEB,13862,MAR,11212
SMN/247,JAN,12656,FEB,13813,MAR,9978
SMN/248,JAN,13434,FEB,7198,MAR,12975
SMN/249,JAN,13533,FEB,7390,MAR,5458
SMN/250,JAN,10951,FEB,8185,MAR,10555
SMN/251,JAN,7009,FEB,9591,MAR,5366
SMN/252,JAN,14173,FEB,11310,MAR,9832
SMN/253,JAN,10366,FEB,5310,MAR,8442
SMN/254,JAN,12201,FEB,13320,MAR,13793
SMN/255,JAN,14308,FEB,11677,MAR,6137
SMN/256,JAN,11640,FEB,5165,MAR,14464
SMN/257,JAN,9786,FEB,7978,MAR,7163
SMN/258,JAN,7521,FEB,7168,MAR,8043
SMN/259,JAN,10454,FEB,14525,MAR,10063
SMN/260,JAN,8186,FEB,7390,MAR,12255
SMN/261,JAN,13106,FEB,8300,MAR,5571
SMN/262,JAN,10553,FEB,5051,MAR,5331
SMN/263,JAN,14521,FEB,10110,MAR,12124
SMN/264,JAN,5735,FEB,7957,MAR,5617
SMN/265,JAN,13039,FEB,13352,MAR,13447
SMN/266,JAN,8424,FEB,9227,MAR,7917
SMN/267,JAN,12839,FEB,9668,MAR,6688
SMN/268,JAN,12354,FEB,14967,MAR,8896
SMN/269,JAN,14249,FEB,12064,MAR,5913
SMN/270,JAN,6392,FEB,5259,MAR,8655
SMN/271,JAN,9327,FEB,9586,MAR,10479
SMN/272,JAN,6875,FEB,11360,MAR,13236
SMN/273,JAN,6724,FEB,13204,MAR,8667
SMN/274,JAN,12705,FEB,11631,MAR,9306
SMN/275,JAN,5941,FEB,12036,MAR,13293
SMN/276,JAN,13038,FEB,13723,MAR,7456
SMN/277,JAN,5391,FEB,8395,MAR,6364
SMN/278,JAN,9048,FEB,14427,MAR,7752
SMN/279,JAN,14314,FEB,10486,MAR,12548
SMN/280,JAN,10639,FEB,12328,MAR,5365
SMN/281,JAN,6561,FEB,12070,MAR,13464
SMN/282,JAN,8880,FEB,7235,MAR,12256
SMN/283,JAN,9747,FEB,9139,MAR,5925
SMN/284,JAN,13867,FEB,11112,MAR,12628
SMN/285,JAN,12957,FEB,6843,MAR,12384
SMN/286,JAN,5433,FEB,8792,MAR,6263
SMN/287,JAN,10223,FEB,5091,MAR,10576
SMN/288,JAN,11624,FEB,9629,MAR,14438
SMN/289,JAN,14326,FEB,11203,MAR,13569
SMN/290,JAN,12561,FEB,11090,MAR,13767
SMN/291,JAN,6036,FEB,11802,MAR,6643
SMN/292,JAN,7514,FEB,12896,MAR,11931
SMN/293,JAN,9671,FEB,5316,MAR,8315
SMN/294,JAN,5974,FEB,10257,MAR,6407
SMN/295,JAN,6627,FEB,9832,MAR,12557
SMN/296,JAN,11783,FEB,14855,MAR,6042
SMN/297,JAN,14883,FEB,9714,MAR,5907
SMN/298,JAN,14966,FEB,5456,MAR,11337
SMN/299,JAN,12400,FEB,10907,MAR,9669
SMN/300,JAN,7320,FEB,10031,MAR,9295
SMN/301,JAN,6684,FEB,10277,MAR,6593
SMN/302,JAN,8300,FEB,5427,MAR,10682
SMN/303,JAN,14420,FEB,8001,MAR,8991
SMN/304,JAN,13953,FEB,11019,MAR,5778
SMN/305,JAN,6572,FEB,11641,MAR,14488
SMN/306,JAN,11971,FEB,8026,MAR,9064
SMN/307,JAN,6320,FEB,13896,MAR,9748
SMN/308,JAN,8437,FEB,9577,MAR,10706
SMN/309,JAN,12625,FEB,11888,MAR,12012
SMN/310,JAN,10812,FEB,10434,MAR,5374
SMN/311,JAN,7744,FEB,11438,MAR,12248
SMN/312,JAN,8142,FEB,13790,MAR,11539
SMN/313,JAN,5006,FEB,12317,MAR,5870
SMN/314,JAN,11793,FEB,5893,MAR,9442
SMN/315,JAN,11877,FEB,6638,MAR,6625
SMN/316,JAN,9539,FEB,5011,MAR,14720
SMN/317,JAN,13105,FEB,8862,MAR,5418
SMN/318,JAN,10498,FEB,11002,MAR,11979
SMN/319,JAN,14269,FEB,8993,MAR,11372
SMN/320,JAN,5573,FEB,14203,MAR,6692
SMN/321,JAN,12636,FEB,14259,MAR,6155
SMN/322,JAN,7244,FEB,8369,MAR,8361
SMN/323,JAN,8880,FEB,13513,MAR,11374
SMN/324,JAN,9508,FEB,6308,MAR,10896
SMN/325,JAN,14787,FEB,5252,MAR,11658
SMN/326,JAN,6570,FEB,13841,MAR,8435
SMN/327,JAN,11394,FEB,10422,MAR,5485
SMN/328,JAN,7966,FEB,7017,MAR,13971
SMN/329,JAN,13293,FEB,5806,MAR,11583
SMN/330,JAN,12536,FEB,13080,MAR,12375
SMN/331,JAN,11466,FEB,8454,MAR,7606
SMN/332,JAN,10878,FEB,5609,MAR,9987
SMN/333,JAN,6975,FEB,7619,MAR,10153
SMN/334,JAN,6998,FEB,9470,MAR,8297
SMN/335,JAN,11054,FEB,9840,MAR,6365
SMN/336,JAN,13984,FEB,7447,MAR,8742
SMN/337,JAN,9231,FEB,10259,MAR,8229
SMN/338,JAN,10019,FEB,6256,MAR,6771
SMN/339,JAN,12398,FEB,10970,MAR,6431
SMN/340,JAN,11798,FEB,13027,MAR,8781
SMN/341,JAN,8701,FEB,8786,MAR,9516
SMN/342,JAN,6977,FEB,5552,MAR,13669
SMN/343,JAN,12281,FEB,12913,MAR,9146
SMN/344,JAN,8253,FEB,10148,MAR,5295
SMN/345,JAN,9178,FEB,8042,MAR,12477
SMN/346,JAN,14162,FEB,11822,MAR,10748
SMN/347,JAN,11272,FEB,13286,MAR,9226
SMN/348,JAN,6410,FEB,8895,MAR,8586
SMN/349,JAN,11677,FEB,9704,MAR,9396
SMN/350,JAN,13148,FEB,8196,MAR,10688
SMN/351,JAN,10784,FEB,11558,MAR,6644
SMN/352,JAN,8464,FEB,13042,MAR,6367
SMN/353,JAN,5740,FEB,11464,MAR,10358
SMN/354,JAN,14883,FEB,13408,MAR,11429
SMN/355,JAN,5570,FEB,5412,MAR,7775
SMN/356,JAN,9417,FEB,11334,MAR,7044
SMN/357,JAN,7336,FEB,6783,MAR,5762
SMN/358,JAN,7901,FEB,8549,MAR,6433
SMN/359,JAN,13802,FEB,13381,MAR,12507
SMN/360,JAN,13446,FEB,5307,MAR,9618
SMN/361,JAN,6509,FEB,11357,MAR,5114
SMN/362,JAN,14778,FEB,9376,MAR,6105
SMN/363,JAN,5334,FEB,10849,MAR,11887
SMN/364,JAN,12394,FEB,9809,MAR,13257
SMN/365,JAN,9627,FEB,14157,MAR,11638
SMN/366,JAN,7682,FEB,12251,MAR,13705
SMN/367,JAN,10395,FEB,11799,MAR,10975
SMN/368,JAN,12350,FEB,6685,MAR,14698
SMN/369,JAN,5146,FEB,8075,MAR,7531
SMN/370,JAN,7913,FEB,14120,MAR,11883
SMN/371,JAN,9081,FEB,6438,MAR,9881
SMN/372,JAN,9446,FEB,13532,MAR,11049
SMN/373,JAN,14133,FEB,13558,MAR,9669
SMN/374,JAN,7381,FEB,8505,MAR,11019
SMN/375,JAN,7253,FEB,13740,MAR,11057
SMN/376,JAN,12890,FEB,12965,MAR,10891
SMN/377,JAN,11604,FEB,10228,MAR,11777
SMN/378,JAN,6284,FEB,14294,MAR,13712
SMN/379,JAN,5902,FEB,8871,MAR,5376
SMN/380,JAN,12112,FEB,12817,MAR,5423
SMN/381,JAN,13602,FEB,5170,MAR,10534
SMN/382,JAN,10789,FEB,7215,MAR,13176
SMN/383,JAN,8207,FEB,5701,MAR,10499
SMN/384,JAN,7309,FEB,14719,MAR,9151
SMN/385,JAN,9050,FEB,13129,MAR,13603
SMN/386,JAN,13480,FEB,10183,MAR,6859
SMN/387,JAN,14015,FEB,5625,MAR,10095
SMN/388,JAN,7277,FEB,7294,MAR,11398
SMN/389,JAN,5321,FEB,8094,MAR,7041
SMN/390,JAN,12287,FEB,11329,MAR,12045
SMN/391,JAN,12756,FEB,10754,MAR,12052
SMN/392,JAN,14282,FEB,9840,MAR,13417
SMN/393,JAN,10189,FEB,13183,MAR,11828
SMN/394,JAN,6032,FEB,10446,MAR,5269
SMN/395,JAN,6719,FEB,14528,MAR,14303
SMN/396,JAN,14949,FEB,14462,MAR,9666
SMN/397,JAN,7454,FEB,6017,MAR,5566
SMN/398,JAN,5861,FEB,7372,MAR,13401
SMN/399,JAN,9668,FEB,6465,MAR,7767
SMN/400,JAN,11599,FEB,9956,MAR,11158
SMN/401,JAN,5253,FEB,11119,MAR,10320
SMN/402,JAN,11173,FEB,8687,MAR,9325
SMN/403,JAN,9604,FEB,5428,MAR,12837
SMN/404,JAN,5257,FEB,5379,MAR,13431
SMN/405,JAN,7114,FEB,12063,MAR,14726
SMN/406,JAN,7450,FEB,13173,MAR,13762
SMN/407,JAN,8460,FEB,5094,MAR,12665
SMN/408,JAN,9870,FEB,8204,MAR,6284
SMN/409,JAN,14157,FEB,8686,MAR,10581
SMN/410,JAN,10911,FEB,13719,MAR,7123
SMN/411,JAN,11748,FEB,10465,MAR,12370
SMN/412,JAN,12110,FEB,10837,MAR,6164
SMN/413,JAN,10400,FEB,14935,MAR,12380
SMN/414,JAN,5278,FEB,14912,MAR,9667
SMN/415,JAN,8408,FEB,5918,MAR,10031
SMN/416,JAN,13858,FEB,6936,MAR,11462
SMN/417,JAN,7486,FEB,8742,MAR,9233
SMN/418,JAN,13056,FEB,8259,MAR,10031
SMN/419,JAN,14912,FEB,12727,MAR,9672
SMN/420,JAN,7006,FEB,8000,MAR,10947
SMN/421,JAN,5294,FEB,8978,MAR,11168
SMN/422,JAN,5412,FEB,5337,MAR,11649
SMN/423,JAN,5695,FEB,10069,MAR,11692
SMN/424,JAN,9927,FEB,14469,MAR,10780
SMN/425,JAN,7637,FEB,11092,MAR,7093
SMN/426,JAN,7529,FEB,11159,MAR,12847
SMN/427,JAN,10522,FEB,11584,MAR,6382
SMN/428,JAN,11089,FEB,5000,MAR,8524
SMN/429,JAN,9567,FEB,10911,MAR,7406
SMN/430,JAN,5414,FEB,13903,MAR,12373
SMN/431,JAN,7917,FEB,13398,MAR,5211
SMN/432,JAN,9974,FEB,12393,MAR,9704
SMN/433,JAN,10649,FEB,11853,MAR,8980
SMN/434,JAN,9081,FEB,9386,MAR,11064
SMN/435,JAN,14764,FEB,12975,MAR,5505
SMN/436,JAN,5830,FEB,8796,MAR,8146
SMN/437,JAN,6373,FEB,12309,MAR,8984
SMN/438,JAN,14358,FEB,8884,MAR,14522
SMN/439,JAN,14511,FEB,6132,MAR,13877
SMN/440,JAN,8303,FEB,8807,MAR,12851
SMN/441,JAN,13071,FEB,14543,MAR,8680
SMN/442,JAN,8476,FEB,7221,MAR,5802
SMN/443,JAN,9658,FEB,9338,MAR,14314
SMN/444,JAN,5280,FEB,14008,MAR,9068
SMN/445,JAN,7077,FEB,9451,MAR,7354
SMN/446,JAN,10532,FEB,12164,MAR,14533
SMN/447,JAN,11715,FEB,7505,MAR,7414
SMN/448,JAN,5865,FEB,11925,MAR,10374
SMN/449,JAN,10560,FEB,7959,MAR,9275
SMN/450,JAN,12792,FEB,11082,MAR,13296
SMN/451,JAN,5854,FEB,14431,MAR,14041
SMN/452,JAN,14053,FEB,9560,MAR,12189
SMN/453,JAN,7989,FEB,5712,MAR,10594
SMN/454,JAN,8152,FEB,14262,MAR,14696
SMN/455,JAN,13860,FEB,14389,MAR,11322
SMN/456,JAN,11499,FEB,13310,MAR,11082
SMN/457,JAN,13819,FEB,6732,MAR,12924
SMN/458,JAN,11209,FEB,12712,MAR,6731
SMN/459,JAN,8490,FEB,5254,MAR,10319
SMN/460,JAN,9505,FEB,9088,MAR,12786
SMN/461,JAN,14816,FEB,11831,MAR,8117
SMN/462,JAN,12812,FEB,13617,MAR,8219
SMN/463,JAN,9718,FEB,6674,MAR,14349
SMN/464,JAN,8655,FEB,14630,MAR,11303
SMN/465,JAN,12025,FEB,11005,MAR,9792
SMN/466,JAN,9326,FEB,14699,MAR,12320
SMN/467,JAN,14811,FEB,8122,MAR,10545
SMN/468,JAN,14813,FEB,9251,MAR,11722
SMN/469,JAN,12958,FEB,12529,MAR,12423
SMN/470,JAN,8538,FEB,9002,MAR,14947
SMN/471,JAN,7102,FEB,6418,MAR,7697
SMN/472,JAN,11916,FEB,12798,MAR,11784
SMN/473,JAN,6815,FEB,12917,MAR,6781
SMN/474,JAN,7495,FEB,13477,MAR,6354
SMN/475,JAN,8392,FEB,8003,MAR,12460
SMN/476,JAN,9066,FEB,10670,MAR,13880
SMN/477,JAN,14736,FEB,9344,MAR,12425
SMN/478,JAN,13849,FEB,5411,MAR,13534
SMN/479,JAN,8933,FEB,9874,MAR,13161
SMN/480,JAN,11530,FEB,12709,MAR,6991
SMN/481,JAN,13956,FEB,8268,MAR,11157
SMN/482,JAN,5604,FEB,12797,MAR,14812
SMN/483,JAN,10711,FEB,14824,MAR,14546
SMN/484,JAN,5016,FEB,5518,MAR,12390
SMN/485,JAN,14497,FEB,5603,MAR,5255
SMN/486,JAN,13980,FEB,13807,MAR,6473
SMN/487,JAN,14370,FEB,7668,MAR,11639
SMN/488,JAN,6826,FEB,5501,MAR,10023
SMN/489,JAN,7571,FEB,6350,MAR,13964
SMN/490,JAN,11499,FEB,7828,MAR,11758
SMN/491,JAN,8575,FEB,8333,MAR,6900
SMN/492,JAN,9763,FEB,9392,MAR,12569
SMN/493,JAN,5258,FEB,12791,MAR,10825
SMN/494,JAN,13753,FEB,14410,MAR,11392
SMN/495,JAN,12791,FEB,8304,MAR,6609
SMN/496,JAN,10903,FEB,10421,MAR,6496
SMN/497,JAN,12129,FEB,13732,MAR,12274
SMN/498,JAN,13831,FEB,7948,MAR,9430
SMN/499,JAN,9901,FEB,12690,MAR,5192
SMN/500,JAN,13198,FEB,6352,MAR,11731
SMN/501,JAN,13547,FEB,7212,MAR,5446
SMN/502,JAN,10023,FEB,13081,MAR,12142
SMN/503,JAN,9949,FEB,8039,MAR,12432
SMN/504,JAN,9183,FEB,7438,MAR,14118
SMN/505,JAN,11892,FEB,11798,MAR,9160
SMN/506,JAN,6178,FEB,5338,MAR,11261
SMN/507,JAN,5131,FEB,7081,MAR,14681
SMN/508,JAN,13313,FEB,13095,MAR,6937
SMN/509,JAN,5951,FEB,7062,MAR,5444
SMN/510,JAN,6183,FEB,12516,MAR,12724
SMN/511,JAN,6929,FEB,7017,MAR,12282
SMN/512,JAN,8453,FEB,9588,MAR,9641
SMN/513,JAN,7313,FEB,9810,MAR,10427
SMN/514,JAN,12496,FEB,11672,MAR,10628
SMN/515,JAN,8844,FEB,14373,MAR,9813
SMN/516,JAN,7481,FEB,11143,MAR,6966
